model1 scotland_fr_finetuned
{}
model1 <VectorSpaceModel 'scotland_fr_finetuned' with 6,051 vectors>
{}
length of vocab: 6051
toutefois,cependant,0.7759246826171875,0.7703532576560974,83,275,False
meilleures,pratiques,0.6885099411010742,0.6668822765350342,26,301,False
souhaite,souhaiterais,0.8441721200942993,0.8272120952606201,99,175,False
heureuse,heureux,0.6856852173805237,0.6616553068161011,15,254,False
faciliter,promouvoir,0.6962701082229614,0.6929548978805542,17,217,False
citoyen,peuple,0.6102238893508911,0.5921915769577026,12,214,False
prennent,seraient,0.649751603603363,0.6284743547439575,25,183,False
remarques,commentaires,0.8455526828765869,0.8149383068084717,43,163,False
allait,pourra,0.7640469670295715,0.7586417198181152,11,193,False
conservateur,travailliste,0.7880256175994873,0.7572649717330933,18,170,False
centaines,milliers,0.7527648210525513,0.717654824256897,26,145,False
claires,efficaces,0.7090643644332886,0.6370370388031006,20,140,False
regarder,penser,0.596245288848877,0.5106931924819946,13,142,False
novembre,juin,0.8606569766998291,0.8562017679214478,32,123,False
comprennent,pourront,0.6778388619422913,0.6465877294540405,12,140,False
pouvaient,pourront,0.8390318155288696,0.7976449728012085,10,140,False
paiements,navires,0.7306209802627563,0.7230088114738464,28,121,False
whisky,tourisme,0.6454917788505554,0.4887389838695526,25,120,False
pourrons,devrons,0.8612575531005859,0.843738317489624,45,94,False
rythme,centre,0.6716230511665344,0.6514174938201904,15,123,False
pourrions,devrons,0.8609704375267029,0.849424421787262,43,94,False
pensons,estimons,0.8500660061836243,0.78756183385849,42,91,False
alimentaires,agricoles,0.7140205502510071,0.7068169116973877,31,100,False
accorde,apporte,0.6149090528488159,0.5242667198181152,17,111,False
fondamentale,essentielle,0.6362981796264648,0.6337480545043945,20,106,False
prendra,prend,0.5851139426231384,0.5497714281082153,23,103,False
admettre,affirmer,0.6646335124969482,0.6291091442108154,25,101,False
agisse,agissait,0.8279690742492676,0.8218519687652588,18,107,False
lundi,juillet,0.6284576058387756,0.5808314085006714,20,103,False
terroristes,criminels,0.7882088422775269,0.7038863301277161,38,84,False
doive,devra,0.8282346725463867,0.8022677898406982,10,111,False
organisations,organes,0.7885375022888184,0.7379676103591919,42,72,False
mondialisation,dette,0.5807627439498901,0.562238335609436,34,79,False
pourtant,franchement,0.551019012928009,0.5462946891784668,45,63,False
indique,affirme,0.5951976776123047,0.586209774017334,20,86,False
britanniques,allemands,0.6686482429504395,0.6397160291671753,77,25,False
viennent,continuent,0.5551998615264893,0.54908287525177,18,82,False
appelle,exhorte,0.7986619472503662,0.7163763046264648,60,37,False
tirer,rechercher,0.6653285622596741,0.6435338854789734,46,51,False
maintien,retrait,0.6798703074455261,0.6439900398254395,31,65,False
viens,dirais,0.7973055243492126,0.7634918689727783,21,73,False
vitale,cruciale,0.6549297571182251,0.6345794200897217,23,68,False
faute,dette,0.4754081070423126,0.3634682297706604,11,79,False
pourcentage,chiffre,0.7709640264511108,0.5679122805595398,20,70,False
restera,suffit,0.622451663017273,0.552553117275238,11,79,False
demandes,appels,0.7345623970031738,0.7108121514320374,32,56,False
internationales,culturelles,0.7608534693717957,0.7600535154342651,56,28,False
prends,dirais,0.780737042427063,0.7225180864334106,10,73,False
contribuables,fabricants,0.7670077085494995,0.6671879291534424,16,67,False
ouverture,instauration,0.708621084690094,0.6956381797790527,37,46,False
connaissent,utilisent,0.7046728134155273,0.6594570875167847,16,67,False
saluer,revoir,0.5598232746124268,0.5359508991241455,15,67,False
surtout,renoncer,0.40988630056381226,0.40866756439208984,46,34,False
judicieux,probable,0.6048828363418579,0.559014081954956,11,66,False
conforme,soumise,0.5947996377944946,0.547568678855896,17,59,False
directrices,administratives,0.6834630966186523,None,17,59,False
surmonter,couvrir,0.6360311508178711,0.5813824534416199,15,60,False
meilleurs,campagnes,0.6319131851196289,0.5968109369277954,22,53,False
insulaires,rurales,0.6838576793670654,None,15,59,False
commerciales,industrielles,0.6754344701766968,0.6599723100662231,39,34,False
nourrir,couvrir,0.6404311656951904,0.5010771751403809,13,60,False
obligatoire,enregistrement,0.65819251537323,0.4697261452674866,25,48,False
incombe,appartient,0.7624555826187134,0.663915753364563,19,53,False
nationales,culturelles,0.7217909097671509,0.7154368162155151,44,28,False
laisse,voulait,0.6082096099853516,0.5836710333824158,20,52,False
halieutiques,sanitaires,0.6717020273208618,0.5820430517196655,22,50,False
satisfait,conscient,0.598358690738678,0.47943562269210815,19,52,False
favorablement,accueille,0.776766300201416,0.7022743225097656,29,41,False
vivement,demanderai,0.6040922403335571,0.5467965602874756,22,48,False
aurons,devions,0.7781221270561218,0.7670348882675171,22,48,False
portes,appels,0.7728515863418579,0.7584571838378906,13,56,False
exiger,exclure,0.6088107824325562,0.5384654998779297,11,58,False
presque,attentat,0.47777193784713745,0.4138934016227722,35,32,False
semblent,pouvaient,0.8026752471923828,0.7685269713401794,21,45,False
souhaitons,devions,0.7558768391609192,0.727584719657898,18,48,False
retirer,rapprocher,0.6103885173797607,0.5756779909133911,29,37,False
sociales,culturelles,0.6767566800117493,0.6611207127571106,37,28,False
locaux,conducteurs,0.7126477956771851,0.6991271376609802,24,41,False
capitaux,cellules,0.6669707298278809,0.6188029050827026,22,43,False
fabricants,transporteurs,0.7859153747558594,0.7539117336273193,10,54,False
abattage,instauration,0.6700589656829834,0.6239888668060303,18,46,False
ligne,copie,0.6268126964569092,0.6219150424003601,50,14,False
renouvelables,cellules,0.7095469236373901,None,20,43,False
voudrions,devions,0.8145202398300171,0.8081781268119812,15,48,False
