model1 irish_all_fr_finetuned
{}
model1 <VectorSpaceModel 'irish_all_fr_finetuned' with 8,858 vectors>
{}
length of vocab: 8858
contamination,pollution,0.5097426176071167,None,22,24,True
profits,profit,0.687004566192627,None,10,34,True
irlandais,britannique,0.6555095314979553,0.599409282207489,572,188,False
souverains,membres,0.7942797541618347,None,13,745,False
crois,pense,0.9021906852722168,0.8863845467567444,248,281,False
positif,important,0.7090330719947815,0.6681243777275085,66,295,False
irlandaise,grecque,0.584342360496521,0.5730925798416138,292,19,False
cependant,toutefois,0.808753490447998,0.7877323627471924,125,83,False
pourront,peuvent,0.8714114427566528,0.8581437468528748,62,137,False
hommes,jeunes,0.7593161463737488,0.755141019821167,126,54,False
saluer,remercier,0.7850358486175537,0.5319457650184631,57,115,False
vont,pourraient,0.7947616577148438,0.7906796932220459,90,75,False
navires,eaux,0.80983567237854,0.8014934062957764,89,73,False
heureuse,heureux,0.8106328248977661,0.6944410800933838,55,86,False
permet,permettra,0.792075514793396,0.7688922882080078,82,52,False
locaux,nationaux,0.7697961330413818,0.750164806842804,60,74,False
auraient,avaient,0.8008427619934082,0.7863379716873169,70,63,False
maintien,renforcement,0.7784366011619568,0.7566878795623779,97,36,False
commentaires,remarques,0.8718914985656738,0.8389013409614563,89,43,False
environnementaux,communautaires,0.8121141791343689,0.7545942068099976,72,51,False
parfois,tellement,0.6431835293769836,0.595897912979126,87,28,False
mentale,publique,0.70140540599823,0.693716287612915,25,87,False
pourra,pouvait,0.8602101802825928,0.8369973301887512,79,31,False
maintenir,faciliter,0.6748498678207397,0.6387008428573608,91,17,False
existants,communautaires,0.7428591251373291,0.7304661273956299,53,51,False
citoyen,peuple,0.7190780639648438,0.7144215703010559,53,50,False
assumer,montrer,0.6755627393722534,0.6730901002883911,58,45,False
devront,pourront,0.8816889524459839,0.8443732857704163,58,43,False
perte,consommation,0.7592189311981201,0.6721417307853699,61,40,False
allons,pourrions,0.8746150732040405,0.8512817621231079,55,43,False
passagers,risques,0.801954448223114,0.7572121620178223,51,45,False
tribunaux,actes,0.7590923309326172,0.7412409782409668,46,49,False
auxquelles,auxquels,0.7401024699211121,0.7143877744674683,49,45,False
vivant,rurales,0.7233024835586548,0.6666560173034668,50,41,False
favoriser,promouvoir,0.740231990814209,0.7038531303405762,32,58,False
terminer,conclure,0.6690571308135986,0.6281778216362,42,47,False
peuples,partenaires,0.7846731543540955,0.7624387145042419,49,39,False
probablement,nettement,0.6430765986442566,0.5932024717330933,76,12,False
restaurer,promouvoir,0.7133123874664307,0.5962532758712769,29,58,False
criminels,terroristes,0.8278205394744873,0.7560263276100159,48,38,False
mentionner,souligner,0.7070910334587097,0.569769024848938,32,52,False
urbaines,rurales,0.8490504026412964,0.7281997203826904,42,41,False
fondamentale,essentielle,0.7704538702964783,0.748940110206604,47,36,False
profiter,saisir,0.6377915143966675,0.6283730268478394,64,18,False
actuelles,existantes,0.7241506576538086,0.6902915239334106,63,17,False
fassions,savons,0.7822011709213257,None,14,66,False
violent,violence,0.5543684959411621,None,14,64,False
organes,organisations,0.8050782680511475,0.782111644744873,35,42,False
prostitution,violence,0.5396929383277893,None,13,64,False
nourriture,consommation,0.7564623355865479,0.7145804166793823,35,40,False
pouvant,pourront,0.7940950393676758,0.7491304874420166,32,43,False
ferait,signifie,0.7511777877807617,0.5657652020454407,26,48,False
excuser,exprimer,0.7008020281791687,None,17,56,False
existantes,environnementales,0.8388425707817078,0.7822284698486328,49,24,False
devra,doive,0.8582240343093872,0.857018768787384,62,10,False
condamne,souhaiterais,0.7876710891723633,0.7448962926864624,27,44,False
faudra,faudrait,0.8130020499229431,0.8041238784790039,43,28,False
calendrier,chapitre,0.806861937046051,0.7201356291770935,60,10,False
cesser,fonctionner,0.733699381351471,0.6009806394577026,45,24,False
fabricants,organisations,0.7996065616607666,0.7992991209030151,27,42,False
banques,paiements,0.808155357837677,0.7979756593704224,41,28,False
disposent,connaissent,0.7357531785964966,0.7299238443374634,53,16,False
revient,appartient,0.7132986783981323,0.6958922147750854,48,20,False
quelconque,remarquable,0.64744633436203,0.6293554306030273,53,15,False
majeur,facteur,0.6962275505065918,0.654870867729187,54,14,False
approuve,accueille,0.8888252973556519,0.8857358694076538,45,23,False
penser,croire,0.7129574418067932,0.6518694162368774,51,16,False
syndicats,organisations,0.7712063789367676,0.7056301832199097,24,42,False
sujets,recherches,0.804197371006012,0.7728928923606873,34,32,False
opposer,attaquer,0.6141019463539124,None,32,33,False
palestiniens,terroristes,0.7661631107330322,0.6811950206756592,27,38,False
offrent,apportent,0.6764808297157288,0.6308251619338989,45,19,False
pourrais,souhaiterais,0.8766680359840393,0.8756750822067261,19,44,False
prends,souhaiterais,0.8645871877670288,0.8323206901550293,19,44,False
prennent,restent,0.7341427803039551,0.730368971824646,43,19,False
biologiques,alimentaires,0.7292565107345581,0.6773355007171631,31,31,False
voulais,souhaiterais,0.8915538191795349,0.8761411905288696,18,44,False
souhaitent,respectent,0.7434608936309814,0.684971272945404,44,18,False
conduire,rester,0.7022737264633179,0.6456466317176819,24,37,False
frais,fermiers,0.7647496461868286,0.7230650186538696,48,13,False
sanitaires,environnementales,0.7914872169494629,0.7542599439620972,36,24,False
exige,adopte,0.685969352722168,0.6399085521697998,47,13,False
convaincue,convaincu,0.7663831114768982,0.6505436897277832,19,41,False
allait,devait,0.8016203045845032,0.7334372997283936,32,28,False
fiscales,environnementales,0.7907306551933289,None,36,24,False
demandeurs,asile,0.7086018323898315,0.6683657169342041,28,32,False
